Manufacturer,Type,Cost,Power
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,45
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,3.8
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,21
Fairchild_Semiconductor,Metal_Oxide,?,69
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.1
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,20
Fairchild_Semiconductor,Metal_Oxide,?,74
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,74
Fairchild_Semiconductor,Metal_Oxide,?,1.1
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,45
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,30
Fairchild_Semiconductor,Metal_Oxide,?,104
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,36
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,21
Fairchild_Semiconductor,Metal_Oxide,?,1.8
Fairchild_Semiconductor,Metal_Oxide,?,20
Fairchild_Semiconductor,Metal_Oxide,?,1.7
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,28
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,1.1
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,30
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,35
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,73
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,45
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,87
Fairchild_Semiconductor,Metal_Oxide,?,108
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,1.1
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,41
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,0.6
Fairchild_Semiconductor,Metal_Oxide,?,0.6
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,72
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,40
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,34
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,1
Fairchild_Semiconductor,Metal_Oxide,?,45
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,72
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,139
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,73
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,139
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,73
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.1
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,28
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,35
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,98
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,36
Fairchild_Semiconductor,Metal_Oxide,?,33
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,40
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,125
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,0.6
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,64
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,47
Fairchild_Semiconductor,Metal_Oxide,?,2
Fairchild_Semiconductor,Metal_Oxide,?,107
Fairchild_Semiconductor,Metal_Oxide,?,45
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,38
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,41
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,42
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,42
Fairchild_Semiconductor,Metal_Oxide,?,35
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,1.6
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,44
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,125
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,40
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,133
Fairchild_Semiconductor,Metal_Oxide,?,47
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,123
Fairchild_Semiconductor,Metal_Oxide,?,44
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,39
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,0.9
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,135
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,44
Fairchild_Semiconductor,Metal_Oxide,?,106
Fairchild_Semiconductor,Metal_Oxide,?,127
Fairchild_Semiconductor,Metal_Oxide,?,42
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,2.2
Fairchild_Semiconductor,Metal_Oxide,?,107
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,98
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,100
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,1.7
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,40
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,43
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,0.6
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,135
Fairchild_Semiconductor,Metal_Oxide,?,160
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,2.2
Fairchild_Semiconductor,Metal_Oxide,?,41
Fairchild_Semiconductor,Metal_Oxide,?,41
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,127
Fairchild_Semiconductor,Metal_Oxide,?,56
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,125
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,125
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,140
Fairchild_Semiconductor,Metal_Oxide,?,120
Fairchild_Semiconductor,Metal_Oxide,?,93
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,43
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,100
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,98
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,83
Fairchild_Semiconductor,Metal_Oxide,?,83
Fairchild_Semiconductor,Metal_Oxide,?,75
Fairchild_Semiconductor,Metal_Oxide,?,140
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,0.6
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,70
Fairchild_Semiconductor,Metal_Oxide,?,163
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,140
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,44
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,47
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,163
Fairchild_Semiconductor,Metal_Oxide,?,156
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,190
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,47
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,120
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,1
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,146
Fairchild_Semiconductor,Metal_Oxide,?,102
Fairchild_Semiconductor,Metal_Oxide,?,120
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,73
Fairchild_Semiconductor,Metal_Oxide,?,128
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,175
Fairchild_Semiconductor,Metal_Oxide,?,147
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,50
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,51
Fairchild_Semiconductor,Metal_Oxide,?,83
Fairchild_Semiconductor,Metal_Oxide,?,48
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,158
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,195
Fairchild_Semiconductor,Metal_Oxide,?,163
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,51
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,175
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,51
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,142
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,2.5
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,158
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,160
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,175
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,86
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,60
Fairchild_Semiconductor,Metal_Oxide,?,160
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,198
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,110
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,183
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,150
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,167
Fairchild_Semiconductor,Metal_Oxide,?,145
Fairchild_Semiconductor,Metal_Oxide,?,175
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,130
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,56
Fairchild_Semiconductor,Metal_Oxide,?,55
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,200
Fairchild_Semiconductor,Metal_Oxide,?,175
Fairchild_Semiconductor,Metal_Oxide,?,180
Fairchild_Semiconductor,Metal_Oxide,?,167
Fairchild_Semiconductor,Metal_Oxide,?,218
Fairchild_Semiconductor,Metal_Oxide,?,3.75
Fairchild_Semiconductor,Metal_Oxide,?,200
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,3.13
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,155
Fairchild_Semiconductor,Metal_Oxide,?,200
Fairchild_Semiconductor,Metal_Oxide,?,85
Fairchild_Semiconductor,Metal_Oxide,?,90
Fairchild_Semiconductor,Metal_Oxide,?,56
Fairchild_Semiconductor,Metal_Oxide,?,49
Fairchild_Semiconductor,Metal_Oxide,?,180
